-30.18518066,41.61412811,-0.16780099,0.019701,0.413723,0.910190
-29.51440430,41.61412811,-0.18099999,0.011815,0.431890,0.901849
-28.84361267,41.61412811,-0.19200100,0.011914,0.454052,0.890895
-28.17283630,41.61412811,-0.19640400,0.009267,0.454065,0.890920
-27.50205994,41.61412811,-0.20300300,0.011900,0.450880,0.892505
-26.83126831,41.61412811,-0.21179999,0.014454,0.424423,0.905349
-26.16049194,41.61412811,-0.21839900,0.014346,0.410810,0.911608
-25.48971558,41.61412811,-0.22499800,0.014308,0.404527,0.914414
-24.81892395,41.61412811,-0.23600000,0.019576,0.403274,0.914870
-24.14814758,41.61412811,-0.25360101,0.019649,0.407397,0.913040
-23.47735596,41.61412811,-0.27120200,0.019654,0.412736,0.910639
-22.80657959,41.61412811,-0.28440100,0.014436,0.421260,0.906825
-22.13580322,41.61412811,-0.29100001,0.009133,0.421439,0.906811
-21.46501160,41.61412811,-0.29100001,0.006516,0.418305,0.908283
-20.79423523,41.61412811,-0.29540300,0.006516,0.418305,0.908283
-20.12345886,41.61412811,-0.30640399,0.009110,0.415158,0.909704
-19.45266724,41.61412811,-0.31079900,0.009110,0.415158,0.909704
-18.78189087,41.61412811,-0.31300399,0.011740,0.416132,0.909229
-18.11111450,41.61412811,-0.32179999,0.014399,0.414943,0.909733
-17.44032288,41.61412811,-0.33940101,0.014399,0.414943,0.909733
-16.76954651,41.61412811,-0.35040301,0.014364,0.413957,0.910183
-16.09875488,41.61412811,-0.35479701,0.009122,0.418297,0.908265
-62.04732513,41.27853394,-0.22499800,-0.027409,0.101963,0.994411
-61.37654114,41.27853394,-0.18980400,-0.062133,0.100542,0.992991
-60.70575714,41.27853394,-0.13480400,-0.083846,0.102223,0.991222
-60.03497314,41.27853394,-0.07320400,-0.094222,0.105854,0.989908
-59.36419678,41.27853394,-0.00939900,-0.097348,0.113768,0.988727
-58.69341278,41.27853394,0.05880000,-0.100725,0.124425,0.987103
-58.02262878,41.27853394,0.12480200,-0.104125,0.137636,0.984995
-57.35185242,41.27853394,0.19079600,-0.105220,0.148759,0.983260
-56.68106842,41.27853394,0.26339701,-0.106240,0.164855,0.980579
-56.01028442,41.27853394,0.33380100,-0.107509,0.181653,0.977468
-55.33950043,41.27853394,0.40200001,-0.105840,0.195493,0.974977
-54.66872406,41.27853394,0.47460201,-0.109408,0.207498,0.972098
-53.99794006,41.27853394,0.54939997,-0.110520,0.219769,0.969271
-53.32715607,41.27853394,0.62419897,-0.108497,0.233588,0.966263
-52.65637207,41.27853394,0.69460303,-0.109105,0.242598,0.963972
-51.98559570,41.27853394,0.76940203,-0.107088,0.254173,0.961212
-51.31481171,41.27853394,0.84639698,-0.102215,0.265241,0.958749
-50.64402771,41.27853394,0.91239899,-0.091927,0.275780,0.956815
-49.97325134,41.27853394,0.96740001,-0.069315,0.325650,0.942946
-49.30246735,41.27853394,1.00699604,-0.042277,0.326686,0.944187
-48.63168335,41.27853394,1.01580000,-0.001251,0.336415,0.941713
-47.96089935,41.27853394,0.99819899,0.029470,0.342109,0.939198
-47.29012299,41.27853394,0.96520197,0.056251,0.349277,0.935330
-46.61933899,41.27853394,0.91680098,0.079161,0.366289,0.927128
-45.94855499,41.27853394,0.84200299,0.103405,0.398453,0.911341
-45.27777100,41.27853394,0.73860198,0.120258,0.440002,0.889908
-44.60699463,41.27853394,0.61979699,0.125405,0.488648,0.863422
-43.93621063,41.27853394,0.50319701,0.127457,0.546452,0.827735
-43.26542664,41.27853394,0.38439900,0.126168,0.610062,0.782244
-42.59465027,41.27853394,0.26999700,0.119665,0.616054,0.778562
-41.92386627,41.27853394,0.17540000,0.101019,0.613432,0.783260
-41.25308228,41.27853394,0.10279800,0.076210,0.605363,0.792293
-40.58229828,41.27853394,0.05439800,0.052409,0.593495,0.803130
-39.91152191,41.27853394,0.03019700,0.031978,0.576989,0.816126
-39.24073792,41.27853394,0.01699800,0.012305,0.553711,0.832618
-38.56995392,41.27853394,0.02359800,-0.006761,0.525970,0.850476
-37.89916992,41.27853394,0.04560100,-0.017309,0.459354,0.888085
-37.22839355,41.27853394,0.07640100,-0.027636,0.409277,0.911991
-36.55760956,41.27853394,0.11380000,-0.029911,0.373242,0.927252
-35.88682556,41.27853394,0.14900200,-0.019082,0.347293,0.937563
-35.21604919,41.27853394,0.15999600,0.001256,0.345472,0.938428
-34.54525757,41.27853394,0.14240301,0.023583,0.289203,0.956977
-33.87448120,41.27853394,0.11820200,0.034863,0.349919,0.936131
-33.20370483,41.27853394,0.09400200,0.032176,0.351365,0.935686
-32.53291321,41.27853394,0.06980100,0.032728,0.383573,0.922931
-31.86213684,41.27853394,0.05000300,0.024700,0.380895,0.924288
-31.19136047,41.27853394,0.03679700,0.024838,0.393482,0.918997
-30.52056885,41.27853394,0.01920300,0.019602,0.406424,0.913474
-29.84979248,41.27853394,-0.00060300,0.019444,0.387578,0.921632
-29.17901611,41.27853394,-0.01159700,0.011580,0.379559,0.925095
-28.50822449,41.27853394,-0.01820400,0.011568,0.381758,0.924190
-27.83744812,41.27853394,-0.02700000,0.011552,0.378658,0.925465
-27.16665649,41.27853394,-0.03579700,0.014146,0.374234,0.927226
-26.49588013,41.27853394,-0.04460100,0.014192,0.385767,0.922487
-25.82510376,41.27853394,-0.05120100,0.016949,0.405475,0.913949
-25.15431213,41.27853394,-0.05999800,0.016904,0.399192,0.916712
-24.48353577,41.27853394,-0.07540100,0.019576,0.403274,0.914870
-23.81275940,41.27853394,-0.09520000,0.024665,0.377759,0.925575
-85.52468872,40.94293213,2.43920112,0.080697,0.129817,0.988249
-84.85390472,40.94293213,2.37979889,0.098119,0.126491,0.987103
-84.18312836,40.94293213,2.30500007,0.113492,0.125439,0.985589
-83.51234436,40.94293213,2.22360206,0.121955,0.129200,0.984091
-82.84156036,40.94293213,2.13339996,0.127798,0.137535,0.982218
-82.17077637,40.94293213,2.04319811,0.128632,0.143333,0.981279
-81.50000000,40.94293213,1.95739698,0.131309,0.146036,0.980526
-80.82921600,40.94293213,1.86720300,0.133815,0.141181,0.980898
-80.15843201,40.94293213,1.77480304,0.132987,0.132987,0.982155
-79.48765564,40.94293213,1.68460095,0.128931,0.119291,0.984452
-78.81687164,40.94293213,1.60099804,0.122317,0.105691,0.986847
-78.14608765,40.94293213,1.52400196,0.118697,0.095193,0.988357
-77.47530365,40.94293213,1.44480097,0.112819,0.087231,0.989779
-76.80452728,40.94293213,1.37000299,0.109805,0.082065,0.990560
-76.13374329,40.94293213,1.29959905,0.109345,0.077117,0.991008
-75.46295929,40.94293213,1.22479999,0.111638,0.074809,0.990929
-74.79217529,40.94293213,1.14779699,0.113689,0.070051,0.991044
-74.12139893,40.94293213,1.07080102,0.113191,0.067457,0.991281
-73.45061493,40.94293213,0.99600202,0.113191,0.067457,0.991281
-72.77983093,40.94293213,0.91899902,0.115955,0.070032,0.990782
-72.10905457,40.94293213,0.83979797,0.118740,0.072627,0.990266
-71.43827057,40.94293213,0.75620300,0.121546,0.075243,0.989730
-70.76748657,40.94293213,0.67259997,0.122061,0.080212,0.989276
-70.09670258,40.94293213,0.58899701,0.122342,0.080396,0.989226
-69.42592621,40.94293213,0.50540203,0.119770,0.080234,0.989554
-68.75514221,40.94293213,0.42399600,0.117454,0.082567,0.989640
-68.08435822,40.94293213,0.34700000,0.117431,0.084876,0.989447
-67.41357422,40.94293213,0.26560199,0.117950,0.087587,0.989149
-66.74279785,40.94293213,0.18419600,0.118174,0.092433,0.988681
-66.07201385,40.94293213,0.10279800,0.115840,0.094778,0.988736
-65.40122986,40.94293213,0.02580300,0.111168,0.099466,0.988811
-64.73045349,40.94293213,-0.04900400,0.101599,0.106270,0.989133
-64.05966949,40.94293213,-0.11940000,0.084532,0.112324,0.990070
-63.38888550,40.94293213,-0.17440000,0.048242,0.108825,0.992890
-62.71810150,40.94293213,-0.19860099,0.007587,0.109477,0.993960
-49.63785553,40.94293213,1.16760302,-0.065896,0.239960,0.968544
-48.96707153,40.94293213,1.19840205,-0.028003,0.249596,0.967945
-48.29629517,40.94293213,1.19840205,0.013270,0.256964,0.966330
-47.62551117,40.94293213,1.17639899,0.043850,0.281895,0.958443
-46.95472717,40.94293213,1.13900006,0.065455,0.293906,0.953590
-46.28395081,40.94293213,1.08840203,0.081704,0.362979,0.928208
-45.61316681,40.94293213,1.01799798,0.097728,0.403300,0.909834
-44.94238281,40.94293213,0.93219799,0.105746,0.449775,0.886860
-44.27159882,40.94293213,0.83979797,0.118599,0.472968,0.873061
-43.60082245,40.94293213,0.73639703,0.125540,0.492058,0.861463
-42.93003845,40.94293213,0.62200201,0.132927,0.521483,0.842844
-42.25925446,40.94293213,0.51200098,0.120678,0.530692,0.838930
-41.58847046,40.94293213,0.41519901,0.099356,0.534219,0.839487
-40.91769409,40.94293213,0.34480301,0.074965,0.530413,0.844418
-40.24691010,40.94293213,0.29859900,0.054220,0.515782,0.855002
-39.57612610,40.94293213,0.26560199,0.034044,0.491593,0.870160
-38.90534973,40.94293213,0.25019801,0.011956,0.458306,0.888714
-38.23456573,40.94293213,0.25460100,0.001297,0.416342,0.909207
-37.56378174,40.94293213,0.26779899,-0.014270,0.398259,0.917162
-36.89299774,40.94293213,0.28759801,-0.016805,0.381346,0.924280
-36.22222137,40.94293213,0.31400299,-0.011042,0.285867,0.958206
-35.55143738,40.94293213,0.32939899,-0.001185,0.240583,0.970628
-34.88066101,40.94293213,0.32280001,0.018033,0.241647,0.970197
-33.53909302,40.94293213,0.27659601,0.027742,0.237615,0.970963
-29.51440430,40.94293213,0.15999600,0.011133,0.300580,0.953692
